po_id,vendor_id,item_id,quantity,unit_price,order_date,expected_delivery,actual_delivery,status
388,36,21,170,282.13,2022-12-03,2023-01-26,2023-01-26,delivered
389,12,24,328,330.37,2024-08-04,2024-08-25,2024-10-09,delayed
390,29,76,220,197.47,2024-03-21,2024-03-29,2024-04-15,delayed
391,37,14,410,436.63,2023-03-16,2023-04-05,2023-04-02,delivered
392,8,34,344,432.01,2023-01-18,2023-02-17,2023-02-26,delivered
393,40,51,301,61.54,2024-12-16,2025-02-01,2025-02-08,delivered
394,40,76,44,337.69,2023-12-22,2024-01-27,2024-01-31,delivered
395,12,48,356,74.97,2023-10-04,2023-10-18,2023-10-16,delivered
396,28,24,250,319.57,2024-03-06,2024-04-08,2024-04-15,delivered
397,9,24,162,421.78,2022-12-21,2023-02-01,2023-02-05,delivered
398,32,18,100,408.53,2022-04-20,2022-05-19,,cancelled
399,27,91,431,224.71,2024-11-01,2024-12-19,2024-12-29,delivered
400,19,5,141,116.3,2022-12-09,2022-12-21,2022-12-23,delivered
401,48,99,393,250.18,2023-08-15,2023-09-01,2023-10-12,delayed
402,50,70,422,495.49,2024-11-12,2024-11-26,2024-11-29,delivered
403,14,55,53,369.31,2022-03-27,2022-05-21,2022-06-29,delayed
404,29,34,179,431.79,2023-05-22,2023-06-17,2023-06-24,delayed
405,50,31,108,406.3,2022-06-28,2022-08-02,2022-08-14,delayed
406,11,79,72,393.5,2023-12-20,2024-02-10,2024-02-18,delivered
407,35,36,306,271.69,2023-02-28,2023-04-27,2023-05-03,delivered
408,33,87,418,52.14,2023-10-25,2023-12-16,,delivered
409,42,17,360,433.71,2024-04-22,2024-05-02,,cancelled
410,49,87,202,247.28,2023-05-27,2023-06-12,2023-07-02,delayed
411,5,82,407,440.66,2023-07-05,2023-08-21,2023-08-30,delivered
412,45,48,233,475.38,2022-07-10,2022-08-11,2022-08-14,delivered
413,47,59,326,333.75,2023-11-02,2023-12-16,2023-12-13,delivered
414,14,55,423,109.87,2024-01-04,2024-01-15,2024-02-14,delayed
415,36,74,67,285.24,2023-07-04,2023-07-31,2023-08-26,delayed
416,3,13,321,393.03,2024-09-20,2024-11-16,2024-11-12,delivered
417,29,59,1,495.96,2024-07-30,2024-08-07,2024-08-07,delivered
418,9,84,155,83.69,2024-05-26,2024-06-14,,cancelled
419,6,48,341,452.38,2023-07-16,2023-07-28,2023-08-18,delayed
420,47,90,387,120.9,2022-12-05,2022-12-15,2022-12-19,delivered
421,31,10,68,298.87,2022-07-06,2022-08-27,2022-08-28,delivered
422,45,44,419,64.69,2024-11-29,2025-01-18,2025-01-13,delivered
423,15,50,46,366.73,2024-05-14,2024-07-04,,delivered
424,9,49,397,407.62,2022-07-29,2022-08-11,2022-08-15,delivered
425,10,9,272,283.83,2022-09-30,2022-11-17,,cancelled
426,41,96,78,460.35,2022-12-03,2023-01-07,2023-01-08,delivered
427,9,97,64,296.84,2024-06-25,2024-07-15,2024-07-13,delivered
428,21,18,127,142.1,2024-02-26,2024-03-26,,cancelled
429,50,89,14,424.71,2022-06-22,2022-07-14,2022-07-18,delivered
430,48,51,152,324.85,2023-09-10,2023-09-30,2023-10-01,delivered
431,32,82,305,40.15,2023-05-06,2023-06-13,2023-06-15,delivered
432,9,50,441,420.29,2022-01-25,2022-02-24,,cancelled
433,49,61,489,493.75,2024-05-11,2024-06-10,2024-06-10,delivered
434,17,28,21,461.68,2022-05-30,2022-06-07,2022-06-02,delivered
435,28,90,206,45.8,2024-03-26,2024-05-04,,delivered
436,33,27,499,404.99,2022-11-09,2022-12-03,2022-11-30,delivered
437,20,90,224,366.33,2023-11-01,2023-12-03,,delivered
438,8,59,314,306.37,2023-05-04,2023-05-14,2023-05-22,delivered
439,8,2,363,72.92,2023-09-26,2023-11-14,2023-11-30,delayed
440,34,67,401,412.14,2022-01-24,2022-02-10,,delivered
441,47,16,395,450.45,2023-06-15,2023-07-02,,delivered
442,17,92,500,290.44,2023-11-18,2024-01-15,2024-01-12,delivered
443,4,64,440,285.61,2022-06-07,2022-07-15,2022-07-21,delivered
444,37,87,371,62.09,2024-01-24,2024-02-10,2024-02-08,delivered
445,16,6,242,185.17,2024-11-08,2024-11-15,2024-11-10,delivered
446,3,71,412,457.4,2022-11-04,2022-11-22,,cancelled
447,47,41,139,413.87,2024-05-08,2024-05-29,2024-06-06,delivered
448,12,29,412,260.31,2024-02-03,2024-02-17,2024-02-13,delivered
449,19,100,433,158.8,2022-04-05,2022-05-07,2022-05-16,delivered
450,13,38,289,393.33,2022-06-26,2022-08-07,,delivered
451,50,100,101,367.57,2023-05-12,2023-06-17,2023-06-27,delivered
452,2,30,278,176.48,2023-05-18,2023-06-03,2023-06-11,delivered
453,48,94,158,56.45,2022-01-20,2022-02-17,2022-02-24,delivered
454,10,92,144,51.05,2024-12-21,2025-01-12,2025-01-08,delivered
455,30,96,44,292.48,2023-04-20,2023-05-30,2023-06-05,delivered
456,5,76,291,35.83,2024-11-01,2024-11-16,2024-11-23,delivered
457,26,90,426,369.0,2022-09-25,2022-10-17,,delivered
458,13,18,400,386.22,2023-10-14,2023-11-18,2023-11-15,delivered
459,30,41,209,64.76,2022-08-12,2022-08-28,,delivered
460,30,34,437,64.36,2024-01-04,2024-02-29,2024-03-04,delivered
461,3,28,428,429.0,2022-11-19,2023-01-16,2023-02-28,delayed
462,26,66,26,340.21,2022-10-31,2022-11-12,2022-12-09,delayed
463,2,52,438,228.84,2023-06-17,2023-08-15,,cancelled
464,8,2,32,416.03,2023-05-27,2023-06-09,2023-06-08,delivered
465,24,88,323,469.1,2023-04-01,2023-04-16,2023-04-23,delivered
466,2,9,102,451.74,2022-06-22,2022-08-05,2022-08-02,delivered
467,8,6,483,233.19,2024-06-27,2024-08-24,2024-08-29,delivered
468,32,4,196,343.19,2022-12-11,2023-01-23,2023-01-30,delivered
469,18,36,229,442.29,2022-12-20,2023-01-18,2023-01-18,delivered
470,42,38,256,208.94,2022-03-12,2022-04-27,2022-04-29,delivered
471,9,54,103,323.11,2024-09-08,2024-09-18,,delivered
472,25,92,184,242.44,2024-12-12,2025-01-03,2024-12-29,delivered
473,33,42,199,138.87,2024-09-19,2024-10-18,,cancelled
474,50,36,30,405.28,2022-02-23,2022-03-22,2022-03-17,delivered
475,11,13,127,330.15,2024-08-24,2024-10-03,2024-10-05,delivered
476,49,29,295,424.02,2023-06-30,2023-08-10,2023-08-18,delayed
477,12,23,122,298.3,2024-03-06,2024-04-04,,cancelled
478,37,73,73,283.74,2024-01-05,2024-02-18,2024-02-24,delivered
479,32,70,159,91.9,2023-01-21,2023-03-22,,cancelled
480,2,68,245,5.34,2022-03-19,2022-03-31,2022-04-02,delivered
481,21,8,12,78.12,2023-02-17,2023-04-16,2023-04-16,delivered
482,5,48,361,471.25,2022-10-18,2022-12-13,2022-12-19,delivered
483,21,18,500,82.96,2024-03-21,2024-05-04,2024-05-08,delivered
484,42,41,90,355.06,2024-06-13,2024-08-09,2024-08-19,delivered
485,25,40,376,345.81,2024-01-01,2024-01-22,2024-02-07,delayed
486,26,99,495,285.9,2022-09-18,2022-10-06,2022-11-16,delayed
487,41,73,54,468.66,2023-01-08,2023-02-22,,delivered
488,23,41,86,319.91,2022-10-16,2022-11-13,2022-12-03,delayed
489,47,43,229,10.64,2022-07-01,2022-08-29,2022-10-13,delayed
490,17,14,369,5.63,2023-03-06,2023-03-28,2023-04-24,delayed
491,27,64,452,192.46,2024-03-01,2024-04-05,2024-04-20,delayed
492,42,98,352,116.66,2024-02-08,2024-02-21,2024-04-02,delayed
493,19,3,164,134.26,2024-07-13,2024-07-24,2024-07-31,delayed
494,11,94,39,275.79,2022-08-03,2022-08-14,2022-08-21,delivered
495,46,4,221,471.51,2022-07-10,2022-08-07,2022-08-17,delivered
496,4,13,170,106.75,2022-12-04,2023-01-18,2023-02-02,delayed
497,17,85,145,152.21,2023-01-25,2023-02-27,2023-04-07,delayed
498,10,7,185,6.89,2022-07-16,2022-07-26,,delivered
499,39,62,103,53.01,2022-06-29,2022-07-24,2022-09-07,delayed
500,31,15,158,393.51,2023-02-28,2023-03-17,2023-03-14,delivered
501,6,83,279,196.83,2024-08-22,2024-09-29,2024-10-20,delayed
502,3,34,226,235.2,2024-01-30,2024-03-01,2024-03-10,delivered
503,10,97,357,335.4,2023-04-09,2023-06-08,2023-06-04,delivered
504,49,76,117,279.03,2022-06-25,2022-08-13,2022-08-21,delivered
505,37,31,244,152.93,2024-03-03,2024-05-01,2024-05-11,delivered
506,8,97,230,90.58,2024-03-19,2024-05-10,2024-05-09,delivered
507,3,55,41,494.2,2022-12-09,2022-12-29,2023-01-11,delayed
508,41,19,428,299.55,2024-06-10,2024-06-29,,cancelled
509,5,12,199,280.4,2023-10-17,2023-12-09,,cancelled
510,45,80,301,263.67,2023-10-30,2023-11-23,2023-11-18,delivered
511,37,76,299,380.4,2024-05-09,2024-05-23,2024-05-22,delivered
512,19,69,451,175.22,2022-07-25,2022-08-07,2022-08-05,delivered
513,37,78,243,23.55,2024-04-21,2024-05-14,2024-05-24,delivered
514,3,51,456,440.08,2023-07-19,2023-08-20,2023-08-27,delivered
515,24,3,173,409.61,2023-05-02,2023-05-12,2023-06-03,delayed
516,45,88,51,486.39,2023-09-13,2023-10-09,,delivered
517,50,42,138,365.76,2023-04-12,2023-04-27,2023-05-06,delivered
518,48,63,389,260.67,2022-07-02,2022-07-21,2022-07-29,delivered
519,5,40,364,255.86,2024-02-05,2024-04-04,2024-04-04,delivered
520,2,23,99,438.21,2022-10-05,2022-11-30,2023-01-10,delayed
521,30,7,471,183.39,2023-02-16,2023-04-17,2023-04-13,delivered
522,33,51,326,461.92,2023-02-12,2023-03-08,2023-03-17,delivered
523,12,61,301,277.91,2022-03-04,2022-03-26,2022-04-04,delivered
524,48,89,47,146.11,2023-12-07,2023-12-24,2024-01-14,delayed
525,15,83,116,340.46,2024-03-02,2024-03-12,2024-03-13,delivered
526,50,99,350,9.4,2023-07-06,2023-08-23,2023-08-18,delivered
527,15,33,312,403.52,2022-09-28,2022-11-15,2022-11-10,delivered
528,42,36,217,448.26,2023-09-18,2023-11-09,,cancelled
529,20,87,267,413.03,2023-12-16,2024-01-21,,delivered
530,36,83,305,306.48,2024-03-24,2024-05-07,2024-05-13,delivered
531,22,36,328,165.94,2023-09-04,2023-10-24,2023-10-21,delivered
532,13,20,265,383.91,2023-07-22,2023-08-14,2023-09-07,delayed
533,26,85,164,341.97,2022-04-27,2022-06-24,2022-08-06,delayed
534,17,54,208,197.2,2022-02-22,2022-04-11,2022-04-15,delivered
535,13,44,372,358.12,2022-03-14,2022-04-27,2022-06-07,delayed
536,33,39,433,89.14,2024-12-30,2025-02-15,2025-03-14,delayed
537,48,34,372,405.13,2023-01-06,2023-01-31,2023-01-30,delivered
538,15,46,115,373.38,2023-01-10,2023-03-01,2023-03-11,delayed
539,24,34,300,150.56,2023-09-21,2023-10-24,2023-11-19,delayed
540,31,25,257,64.31,2022-08-30,2022-10-06,2022-10-03,delivered
541,10,18,103,174.62,2024-02-21,2024-04-01,2024-03-28,delivered
542,50,11,250,169.65,2024-07-26,2024-08-11,2024-08-11,delivered
543,29,36,108,381.79,2022-12-29,2023-01-25,2023-01-20,delivered
544,49,100,46,69.06,2022-12-12,2023-01-24,2023-03-01,delayed
545,31,50,3,23.67,2024-06-07,2024-07-24,2024-08-01,delivered
546,21,97,427,267.86,2023-02-13,2023-04-07,2023-04-02,delivered
547,15,89,450,175.45,2022-02-06,2022-03-28,2022-03-30,delivered
548,11,9,422,27.63,2022-09-22,2022-10-05,2022-10-09,delivered
549,34,44,223,444.55,2023-08-19,2023-09-24,2023-11-06,delayed
550,32,46,385,98.27,2022-10-02,2022-10-30,,cancelled
551,14,94,12,296.9,2024-04-06,2024-04-14,2024-04-13,delivered
552,25,82,131,386.77,2022-12-13,2022-12-27,2022-12-23,delivered
553,43,14,335,418.88,2022-04-10,2022-05-25,,cancelled
554,25,16,281,130.11,2022-04-09,2022-05-30,2022-06-08,delivered
555,1,39,216,332.52,2022-11-10,2022-11-30,2023-01-14,delayed
556,27,14,262,360.79,2024-12-01,2024-12-25,2024-12-24,delivered
557,32,26,312,103.88,2022-08-30,2022-09-24,2022-09-22,delivered
558,23,91,210,151.2,2023-06-23,2023-08-22,,delivered
559,45,62,170,121.08,2022-03-22,2022-05-03,2022-05-04,delivered
560,37,86,253,78.83,2022-01-27,2022-03-17,2022-03-15,delivered
561,17,83,119,231.09,2022-07-04,2022-08-29,2022-08-27,delivered
562,12,6,437,148.83,2023-08-30,2023-09-22,2023-09-20,delivered
563,49,6,5,426.74,2023-10-03,2023-11-06,2023-11-17,delayed
564,40,35,450,367.87,2022-12-16,2023-01-13,,delivered
565,26,52,493,230.99,2024-02-03,2024-04-02,2024-03-31,delivered
566,42,22,58,70.59,2024-02-29,2024-04-20,2024-05-21,delayed
567,37,87,225,94.72,2022-05-01,2022-05-18,2022-05-28,delivered
568,44,94,499,446.42,2024-02-17,2024-04-13,2024-04-08,delivered
569,29,6,33,134.5,2024-09-16,2024-10-24,2024-11-01,delivered
570,50,96,296,363.27,2023-10-06,2023-10-13,2023-11-20,delayed
571,34,89,359,311.03,2023-04-04,2023-05-23,2023-06-30,delayed
572,23,85,347,322.5,2024-06-05,2024-07-24,2024-08-28,delayed
573,4,2,330,467.51,2022-11-01,2022-12-31,2023-02-13,delayed
574,5,97,252,163.71,2024-11-01,2024-12-08,2024-12-23,delayed
575,36,83,194,204.62,2023-11-09,2023-12-03,2023-12-05,delivered
576,6,64,229,161.45,2023-04-27,2023-05-09,2023-05-18,delivered
577,26,53,19,280.78,2024-10-15,2024-12-08,2024-12-19,delayed
578,33,72,106,329.03,2022-01-01,2022-03-01,2022-03-05,delivered
579,15,59,170,282.27,2024-07-23,2024-08-20,2024-08-16,delivered
580,8,13,389,331.16,2024-08-26,2024-10-17,2024-11-19,delayed
581,36,67,192,352.54,2022-01-05,2022-02-02,2022-02-06,delivered
582,7,33,313,101.98,2022-04-04,2022-04-21,2022-04-29,delivered
583,46,44,56,379.79,2022-09-05,2022-10-07,2022-10-08,delivered
584,8,99,457,228.0,2022-04-06,2022-05-23,2022-07-04,delayed
585,1,68,377,29.04,2024-10-29,2024-11-13,,cancelled
586,45,75,89,366.59,2024-06-05,2024-08-04,2024-08-04,delivered
587,33,50,215,489.85,2022-09-20,2022-10-03,,delivered
588,19,58,413,71.02,2023-05-24,2023-06-17,2023-06-22,delivered
589,20,90,281,431.05,2024-04-25,2024-06-09,2024-07-16,delayed
590,44,45,472,337.82,2023-03-22,2023-04-10,2023-04-14,delivered
591,46,15,390,179.36,2022-12-31,2023-02-08,2023-02-13,delivered
592,44,96,458,421.49,2024-09-10,2024-10-24,2024-11-01,delivered
593,7,4,196,76.94,2023-08-09,2023-09-12,2023-10-20,delayed
594,19,88,129,77.48,2022-04-26,2022-05-15,2022-05-15,delivered
595,49,70,17,182.55,2022-05-08,2022-06-28,2022-07-16,delayed
596,48,83,288,197.5,2024-07-15,2024-07-28,2024-07-30,delivered
597,45,86,25,463.61,2024-11-12,2025-01-08,2025-01-31,delayed
598,44,41,495,278.3,2024-03-04,2024-04-06,,cancelled
599,15,82,361,356.22,2022-01-27,2022-03-22,2022-03-31,delivered
600,50,93,494,100.78,2024-01-24,2024-03-19,,delivered
601,5,24,493,91.03,2024-07-08,2024-07-26,,cancelled
602,18,72,136,69.38,2024-11-18,2024-12-02,2024-12-10,delivered
603,3,20,476,164.7,2023-06-07,2023-06-14,2023-06-13,delivered
604,40,85,155,247.82,2022-04-15,2022-06-10,,cancelled
605,34,29,490,96.02,2024-01-04,2024-01-15,2024-02-09,delayed
606,35,69,207,50.51,2022-05-20,2022-07-16,2022-07-24,delivered
607,24,38,112,475.4,2023-03-30,2023-04-19,2023-05-15,delayed
608,49,84,5,61.79,2024-12-22,2025-01-28,,cancelled
609,3,88,454,163.86,2023-12-10,2024-01-14,2024-01-16,delivered
610,2,67,421,386.39,2022-08-21,2022-09-21,2022-09-25,delivered
611,3,38,460,327.51,2024-11-19,2025-01-16,,delivered
612,11,99,276,268.94,2023-10-19,2023-11-27,2023-11-25,delivered
613,44,55,428,56.44,2022-05-15,2022-06-04,2022-06-22,delayed
614,48,88,79,16.76,2024-06-10,2024-07-28,2024-08-06,delayed
615,12,33,286,39.87,2023-11-11,2023-11-20,2023-11-16,delivered
616,41,52,222,161.62,2023-04-12,2023-05-05,2023-05-14,delivered
617,42,93,317,36.3,2024-03-08,2024-04-27,,delivered
618,33,14,149,394.51,2022-04-04,2022-05-25,2022-06-21,delayed
619,25,51,421,332.06,2023-09-10,2023-10-25,2023-11-03,delivered
620,48,51,408,399.75,2024-08-28,2024-09-14,2024-09-13,delivered
621,1,71,448,279.76,2023-08-28,2023-10-14,2023-10-20,delivered
622,35,71,485,47.14,2022-09-10,2022-09-19,2022-09-26,delivered
623,14,53,464,324.74,2023-03-07,2023-04-30,2023-05-27,delayed
624,40,33,100,61.74,2024-11-15,2024-12-01,2024-12-03,delivered
625,36,60,331,277.08,2022-04-22,2022-06-16,,cancelled
626,13,93,298,246.16,2023-08-19,2023-10-07,2023-10-05,delivered
627,7,37,318,39.56,2023-11-09,2023-12-08,2023-12-10,delivered
628,40,85,157,348.26,2023-02-01,2023-02-28,2023-03-05,delivered
629,28,22,3,160.04,2022-11-09,2022-12-22,,delivered
630,18,47,69,341.39,2023-03-30,2023-05-21,2023-06-22,delayed
631,50,40,250,278.08,2023-11-11,2023-12-18,2023-12-24,delivered
632,9,69,101,135.3,2022-12-26,2023-02-12,2023-02-15,delivered
633,33,81,16,407.26,2022-06-06,2022-07-29,2022-07-24,delivered
634,36,34,279,447.52,2024-04-09,2024-06-04,2024-05-31,delivered
635,26,29,457,387.21,2024-08-24,2024-10-11,2024-11-08,delayed
636,26,47,258,10.24,2023-08-19,2023-09-03,2023-08-31,delivered
637,44,22,388,259.5,2023-05-05,2023-07-02,,cancelled
638,48,94,248,469.89,2024-07-02,2024-07-19,2024-07-18,delivered
639,5,34,190,120.84,2022-03-24,2022-04-14,2022-05-03,delayed
640,24,50,241,459.36,2023-02-28,2023-04-09,,cancelled
641,21,14,361,484.38,2022-04-06,2022-04-15,,cancelled
642,35,73,90,191.45,2023-07-15,2023-09-13,2023-10-25,delayed
643,34,33,193,486.47,2024-02-15,2024-03-16,2024-03-13,delivered
644,32,62,455,304.08,2023-04-02,2023-05-12,2023-05-18,delivered
645,5,66,330,144.0,2024-10-24,2024-11-08,2024-11-10,delivered
646,43,30,213,406.53,2022-11-04,2022-11-22,2022-11-20,delivered
647,14,76,83,325.39,2022-08-21,2022-09-27,2022-11-01,delayed
648,37,76,83,71.69,2024-04-21,2024-04-29,2024-04-28,delivered
649,4,22,133,461.61,2024-11-15,2024-11-24,2024-12-08,delayed
650,47,94,339,411.55,2024-11-24,2024-12-26,2024-12-21,delivered
651,31,22,113,416.03,2022-06-25,2022-07-15,,delivered
652,40,85,262,135.94,2022-10-20,2022-12-16,2022-12-16,delivered
653,15,49,198,70.45,2023-12-03,2024-01-08,2024-01-05,delivered
654,10,78,50,92.82,2022-02-03,2022-02-22,2022-03-02,delivered
655,6,62,338,69.51,2022-03-21,2022-05-17,2022-05-15,delivered
656,34,54,190,438.04,2022-01-03,2022-02-28,2022-04-01,delayed
657,50,49,180,296.58,2024-12-21,2025-01-24,2025-02-03,delivered
658,50,30,466,430.23,2022-07-20,2022-08-23,2022-09-02,delivered
659,17,25,3,356.03,2023-08-04,2023-09-18,2023-10-19,delayed
660,25,84,106,345.44,2022-01-15,2022-02-27,2022-02-22,delivered
661,28,84,300,130.55,2023-10-09,2023-11-11,2023-11-10,delivered
662,44,51,387,105.83,2024-05-17,2024-06-29,2024-07-02,delivered
663,17,40,296,175.46,2024-09-15,2024-10-03,2024-10-13,delivered
664,48,30,229,392.64,2024-03-26,2024-05-19,2024-05-17,delivered
665,22,71,315,350.04,2022-11-28,2022-12-11,2022-12-18,delivered
666,6,19,242,463.3,2022-04-17,2022-05-04,2022-04-29,delivered
667,24,11,312,23.69,2024-06-10,2024-06-22,2024-06-24,delivered
668,46,77,30,473.13,2024-02-27,2024-03-30,2024-04-03,delivered
669,13,85,477,402.94,2022-12-25,2023-02-10,2023-02-05,delivered
670,40,22,346,22.85,2023-08-09,2023-08-28,2023-08-30,delivered
671,6,36,400,202.72,2023-05-05,2023-06-22,2023-06-22,delivered
672,48,91,36,459.99,2024-03-20,2024-04-21,2024-04-16,delivered
673,23,45,494,408.68,2023-08-06,2023-09-28,2023-11-09,delayed
674,30,52,295,7.3,2023-04-09,2023-05-24,,cancelled
675,33,38,175,473.77,2022-12-25,2023-01-27,2023-01-24,delivered
676,17,89,227,483.2,2024-11-17,2024-12-10,2025-01-20,delayed
677,50,59,349,233.06,2024-09-17,2024-11-12,2024-11-17,delivered
678,25,82,404,497.13,2022-02-26,2022-04-04,2022-04-01,delivered
679,34,69,5,351.91,2023-04-16,2023-06-13,2023-06-19,delivered
680,44,96,421,174.29,2023-06-24,2023-07-16,2023-07-23,delivered
681,37,35,94,473.82,2023-01-01,2023-02-07,2023-02-08,delivered
682,48,31,447,136.38,2023-01-25,2023-03-04,2023-03-24,delayed
683,23,20,399,57.81,2023-04-15,2023-05-04,2023-06-17,delayed
684,32,79,4,383.3,2022-06-10,2022-07-30,,cancelled
685,32,74,445,140.99,2022-03-28,2022-05-04,2022-05-09,delivered
686,18,51,114,376.33,2023-01-10,2023-03-06,,cancelled
687,31,70,17,253.73,2022-09-20,2022-09-30,2022-10-08,delivered
688,8,90,266,232.73,2024-03-17,2024-05-06,2024-06-09,delayed
689,38,13,167,183.99,2022-01-18,2022-01-25,2022-02-23,delayed
690,18,61,491,308.48,2023-06-16,2023-07-04,2023-07-06,delivered
691,27,90,386,189.29,2024-01-20,2024-02-07,2024-02-08,delivered
692,37,88,118,408.02,2024-03-31,2024-04-24,2024-04-23,delivered
693,25,26,75,401.02,2023-07-07,2023-09-03,2023-09-11,delivered
694,27,64,69,497.8,2022-11-03,2022-12-10,2022-12-26,delayed
695,20,33,288,429.96,2024-11-24,2025-01-04,2025-02-09,delayed
696,4,28,417,130.87,2022-04-08,2022-05-10,2022-05-10,delivered
697,24,47,287,280.96,2022-07-17,2022-08-21,2022-09-11,delayed
698,23,87,494,304.76,2023-06-12,2023-07-11,2023-07-09,delivered
699,44,66,250,388.5,2022-12-24,2023-02-18,2023-02-23,delivered
700,30,81,490,76.7,2024-07-04,2024-07-16,2024-07-20,delivered
701,27,81,314,287.96,2022-12-10,2023-01-26,2023-02-21,delayed
702,21,41,335,149.22,2022-05-27,2022-06-08,,delivered
703,29,100,442,469.69,2023-07-02,2023-08-16,2023-08-19,delivered
704,2,17,373,121.14,2024-12-02,2025-01-06,2025-01-06,delivered
705,14,22,204,55.99,2023-05-31,2023-07-24,2023-08-03,delayed
706,50,51,269,383.67,2022-05-11,2022-06-17,2022-06-12,delivered
707,6,84,477,443.31,2022-06-20,2022-07-03,2022-07-02,delivered
708,29,81,65,69.98,2023-09-26,2023-10-17,2023-10-21,delivered
709,21,61,240,487.62,2022-12-16,2022-12-24,2022-12-30,delivered
710,38,77,234,317.37,2023-07-12,2023-08-23,2023-08-23,delivered
711,23,62,277,117.43,2024-06-09,2024-07-19,2024-07-23,delivered
712,17,20,156,10.23,2022-07-03,2022-08-07,2022-08-15,delivered
713,23,37,241,269.87,2024-12-07,2025-02-04,2025-02-17,delayed
714,50,56,409,150.0,2024-10-04,2024-11-28,2024-11-23,delivered
715,13,53,452,282.47,2023-04-19,2023-06-15,2023-06-21,delivered
716,25,29,135,44.21,2024-03-19,2024-04-10,2024-04-17,delivered
717,45,88,140,145.92,2023-05-06,2023-06-15,2023-07-29,delayed
718,5,24,70,148.35,2024-12-25,2025-02-21,2025-02-22,delivered
719,13,42,10,80.31,2024-07-21,2024-09-05,2024-09-15,delivered
720,19,35,65,359.02,2024-12-31,2025-01-08,2025-01-06,delivered
721,32,28,176,213.02,2022-01-17,2022-02-07,2022-02-02,delivered
722,22,11,432,376.53,2024-10-17,2024-11-16,2024-11-12,delivered
723,5,70,241,94.89,2022-10-27,2022-11-06,,delivered
724,8,99,366,128.24,2023-05-28,2023-07-26,2023-07-21,delivered
725,13,59,377,386.64,2024-06-26,2024-07-18,2024-07-25,delayed
726,31,50,349,480.8,2024-12-03,2025-01-21,,cancelled
727,48,71,267,65.46,2023-10-24,2023-11-10,2023-11-06,delivered
728,4,86,112,486.77,2024-09-12,2024-10-29,2024-11-04,delivered
729,11,36,300,64.23,2023-04-29,2023-06-15,2023-06-10,delivered
730,38,89,244,345.76,2023-05-13,2023-05-20,,cancelled
731,11,64,47,344.54,2022-11-14,2022-12-14,2023-01-03,delayed
732,23,83,79,352.16,2023-11-25,2024-01-19,2024-01-15,delivered
733,36,83,388,176.92,2022-08-08,2022-08-23,2022-08-28,delivered
734,23,93,69,129.09,2024-06-17,2024-08-09,2024-08-16,delivered
735,19,70,357,247.6,2022-03-22,2022-04-29,2022-06-08,delayed
736,18,77,469,430.98,2023-01-18,2023-02-28,2023-03-09,delivered
737,19,34,278,186.72,2022-11-25,2022-12-06,2022-12-15,delivered
738,47,24,453,14.27,2022-01-02,2022-02-27,2022-03-06,delivered
739,47,9,338,483.75,2024-01-16,2024-03-12,2024-03-17,delivered
740,50,71,79,308.45,2024-03-04,2024-03-23,2024-04-02,delivered
741,7,67,338,38.01,2023-10-23,2023-11-25,2023-11-23,delivered
742,7,63,99,53.88,2022-09-23,2022-10-11,2022-10-28,delayed
743,4,47,114,304.95,2024-03-06,2024-04-24,2024-04-27,delivered
744,14,84,252,464.56,2022-05-26,2022-06-02,,cancelled
745,24,72,381,469.43,2022-06-13,2022-07-19,2022-07-27,delayed
746,40,35,271,25.12,2024-05-01,2024-06-29,2024-06-25,delivered
747,34,13,52,363.96,2022-05-25,2022-07-24,2022-07-25,delivered
748,37,81,486,93.55,2024-12-24,2025-01-24,2025-01-26,delivered
749,44,59,360,334.29,2024-04-30,2024-06-23,2024-06-29,delivered
750,26,65,173,330.48,2022-08-02,2022-08-19,2022-09-28,delayed
751,21,71,167,423.2,2024-12-29,2025-02-12,2025-02-18,delivered
752,39,31,289,275.08,2024-04-24,2024-06-18,2024-06-23,delivered
753,24,58,230,480.11,2024-02-08,2024-04-04,2024-04-07,delivered
754,39,3,266,71.87,2022-01-01,2022-02-23,2022-02-27,delivered
755,14,41,12,386.9,2023-09-11,2023-09-18,2023-09-20,delivered
756,7,5,236,181.05,2023-07-20,2023-08-31,2023-08-30,delivered
757,15,33,416,153.65,2022-10-11,2022-11-03,2022-11-05,delivered
758,47,10,371,165.72,2024-03-29,2024-05-11,,cancelled
759,39,83,154,23.5,2024-09-15,2024-10-03,2024-10-01,delivered
760,23,56,214,465.47,2024-02-21,2024-03-04,2024-03-30,delayed
761,41,100,324,194.33,2022-09-04,2022-10-30,2022-10-25,delivered
762,21,65,358,114.29,2023-09-17,2023-10-27,2023-10-26,delivered
763,29,97,305,289.75,2022-04-14,2022-06-03,2022-07-03,delayed
764,10,17,173,45.86,2022-07-04,2022-07-25,2022-08-01,delivered
765,26,65,223,388.04,2022-04-11,2022-05-23,,delivered
766,32,51,334,287.81,2022-09-25,2022-11-19,2022-11-20,delivered
767,50,56,166,343.95,2024-12-09,2024-12-31,2025-01-03,delivered
768,24,45,98,163.77,2022-07-03,2022-07-17,2022-08-18,delayed
769,40,57,320,77.18,2022-02-19,2022-04-16,2022-04-22,delivered
770,10,97,373,427.12,2022-04-02,2022-05-31,2022-06-06,delivered
771,19,2,176,348.43,2022-08-19,2022-10-12,2022-10-11,delivered
772,22,27,379,271.31,2022-08-16,2022-09-11,2022-09-06,delivered
