invoice_id,po_id,amount_due,amount_paid,payment_date,days_overdue,payment_status
548,309,32659.76,32659.76,2026-02-03,0.0,paid
549,352,23669.01,5434.89,,26.0,partial
550,595,37487.79,,,,unpaid
551,597,8747.23,8747.23,2024-08-09,0.0,paid
552,602,24660.07,0.0,,127.0,unpaid
553,414,15252.23,15252.23,2025-07-30,0.0,paid
554,380,2447.76,2447.76,2025-09-25,0.0,paid
555,367,44057.21,44057.21,2025-05-14,0.0,paid
556,405,8014.41,0.0,,129.0,unpaid
557,275,1695.3,1695.3,2025-09-07,0.0,paid
558,431,21587.96,0.0,,31.0,unpaid
559,320,28142.87,28142.87,2025-11-24,0.0,paid
560,259,49683.77,0.0,,12.0,unpaid
561,131,38527.74,38527.74,2025-04-23,,paid
562,312,44826.25,35814.23,2025-03-23,77.0,partial
563,716,35349.61,15916.56,2025-01-01,58.0,partial
564,210,37812.64,27426.34,2024-09-07,78.0,partial
565,795,47374.44,0.0,,,unpaid
566,493,25414.56,25414.56,2024-11-19,0.0,paid
567,667,5991.16,5991.16,2025-06-07,0.0,paid
568,386,18145.76,0.0,,114.0,unpaid
569,416,38122.04,38122.04,2024-09-14,0.0,paid
570,245,43537.59,43537.59,2025-05-28,0.0,paid
571,704,18250.47,0.0,,32.0,unpaid
572,621,42444.9,42444.9,2025-10-08,0.0,paid
573,636,20845.92,0.0,,63.0,unpaid
574,128,41757.19,41757.19,2025-10-30,0.0,paid
575,217,14409.24,14409.24,2024-11-20,0.0,paid
576,188,13374.18,0.0,,107.0,unpaid
577,485,18096.11,0.0,,39.0,unpaid
578,432,37684.99,37684.99,2026-05-17,0.0,paid
579,129,39382.07,39382.07,2025-05-29,0.0,paid
580,476,21498.26,17595.3,2024-09-07,66.0,partial
581,637,18152.54,18152.54,2026-03-03,,paid
582,484,7364.66,7364.66,2025-03-14,,paid
583,599,40331.72,6768.57,2025-12-17,40.0,partial
584,715,38641.39,38641.39,2026-03-10,0.0,paid
585,376,19723.99,19723.99,2025-01-23,0.0,paid
586,10,46133.69,46133.69,2024-09-26,0.0,paid
587,714,28770.41,25434.13,2024-10-01,,partial
588,124,48635.79,48635.79,2025-09-27,0.0,paid
589,181,44300.56,0.0,,78.0,unpaid
590,536,36105.4,36105.4,2025-10-09,0.0,paid
591,29,17273.45,0.0,,136.0,unpaid
592,693,30559.01,,2024-10-02,0.0,paid
593,710,20256.51,0.0,,140.0,unpaid
594,660,31255.55,0.0,,114.0,unpaid
595,21,34903.8,25314.0,2025-04-17,51.0,partial
596,297,44060.64,44060.64,2026-04-09,0.0,paid
597,398,26917.93,26917.93,2026-06-13,0.0,paid
598,225,35972.14,18575.14,,69.0,partial
599,732,4731.7,4731.7,2025-11-07,0.0,paid
600,193,26114.66,0.0,,41.0,unpaid
601,379,1268.74,674.9,,33.0,partial
602,272,38730.47,0.0,,130.0,unpaid
603,556,5611.05,,2026-07-17,0.0,paid
604,558,18711.65,0.0,,91.0,unpaid
605,407,6278.27,0.0,,32.0,unpaid
606,134,22491.97,22491.97,2025-01-09,0.0,paid
607,157,360.15,360.15,2025-10-11,0.0,paid
608,23,11881.26,0.0,,149.0,unpaid
609,63,28323.3,17056.16,2024-12-12,68.0,partial
610,283,11768.51,11768.51,2026-07-02,0.0,paid
611,162,33379.43,0.0,,147.0,unpaid
612,594,33654.45,0.0,,134.0,unpaid
613,172,36901.86,36901.86,2024-09-17,0.0,paid
614,570,25870.95,,2025-12-24,0.0,paid
615,588,38949.62,38949.62,2026-01-31,0.0,paid
616,280,7413.01,7413.01,2026-07-13,0.0,paid
617,469,20661.44,,2025-02-06,0.0,paid
618,209,21301.85,21301.85,2024-10-27,0.0,paid
619,80,10817.74,10817.74,2025-03-09,,paid
620,194,33873.44,33873.44,2025-02-21,0.0,paid
621,14,27992.53,0.0,,68.0,unpaid
622,504,29256.76,0.0,,113.0,unpaid
623,137,34481.99,,2024-08-19,53.0,partial
624,3,7302.87,7302.87,2025-02-13,0.0,paid
625,191,35586.41,35586.41,2025-08-28,0.0,paid
626,404,35255.78,6855.36,2026-05-25,27.0,partial
627,132,1727.11,,2026-03-12,0.0,paid
628,734,27995.43,5459.47,,52.0,partial
629,492,18542.34,18542.34,2026-08-05,0.0,paid
630,85,26186.6,26186.6,2025-01-05,0.0,paid
631,527,15315.74,15315.74,2025-03-11,0.0,paid
632,551,14769.67,14769.67,2025-08-09,,paid
633,315,7229.18,0.0,,108.0,unpaid
634,75,2527.69,2050.58,,27.0,partial
635,43,37009.05,37009.05,2025-03-12,0.0,paid
636,764,27422.11,,2026-07-19,0.0,paid
637,565,2329.66,2329.66,2025-09-19,,paid
638,78,15554.12,15554.12,2025-09-01,0.0,paid
639,334,16957.38,16957.38,2025-05-12,0.0,paid
640,712,41739.55,0.0,,34.0,unpaid
641,284,38121.37,38121.37,2025-11-18,0.0,paid
642,641,23100.71,,2026-05-08,0.0,paid
643,276,22508.83,8107.07,2026-03-03,79.0,partial
644,256,20540.45,20540.45,2026-07-23,0.0,paid
645,203,19830.32,19830.32,2025-01-24,0.0,paid
646,706,47908.17,32995.81,,82.0,partial
647,335,8364.18,8364.18,2025-01-16,0.0,paid
648,598,31542.45,0.0,,80.0,unpaid
649,728,28096.11,28096.11,2026-03-30,0.0,paid
650,395,28011.71,28011.71,2025-09-04,0.0,paid
651,22,30973.33,30973.33,2024-11-06,0.0,paid
652,553,2738.43,2738.43,2025-09-15,0.0,paid
653,130,9550.85,9550.85,2026-05-07,0.0,paid
654,204,44853.53,44853.53,2026-07-21,0.0,paid
655,590,46815.47,,2025-03-06,,paid
656,265,1046.78,0.0,,63.0,unpaid
657,436,41501.56,0.0,,149.0,unpaid
658,268,22267.05,0.0,,156.0,unpaid
659,71,16089.51,16089.51,2025-06-22,0.0,paid
660,666,24624.5,9159.46,2026-04-02,23.0,partial
661,742,42996.46,42996.46,2025-11-27,0.0,paid
662,365,12933.17,12933.17,2026-03-16,0.0,paid
663,445,5056.75,,2024-09-26,0.0,paid
664,543,7287.31,7287.31,2024-11-17,0.0,paid
665,402,4572.47,4572.47,2025-06-21,0.0,paid
666,521,20423.09,,2026-04-03,0.0,paid
667,658,30762.32,30762.32,2025-09-01,0.0,paid
668,161,1455.84,1455.84,2024-09-26,0.0,paid
669,258,19557.99,19557.99,2026-04-30,0.0,paid
670,759,20699.86,20699.86,2025-07-14,0.0,paid
671,451,18838.11,0.0,,31.0,unpaid
672,216,2688.72,2688.72,2025-11-19,,paid
673,356,29890.53,29890.53,2026-04-14,0.0,paid
674,546,25480.2,25480.2,2025-08-17,0.0,paid
675,11,47472.92,47472.92,2025-04-21,0.0,paid
676,473,15984.99,15984.99,2025-07-31,0.0,paid
677,19,3366.36,3366.36,2025-10-21,0.0,paid
678,459,31713.71,3643.85,2025-10-03,70.0,partial
679,198,33787.36,33787.36,2025-07-12,0.0,paid
680,220,27779.9,0.0,,78.0,unpaid
681,302,28455.46,28455.46,2025-01-18,0.0,paid
682,189,42329.26,42329.26,2025-03-01,0.0,paid
683,64,39165.79,39165.79,2026-06-19,,paid
684,271,27067.94,,2025-05-10,0.0,paid
685,375,12333.56,10718.87,2025-10-03,71.0,partial
686,235,149.95,149.95,2024-12-26,0.0,paid
687,671,41485.65,41485.65,2026-02-06,0.0,paid
688,31,48606.88,48606.88,2024-12-04,0.0,paid
689,797,46681.99,46681.99,2024-12-31,0.0,paid
690,286,29933.6,0.0,,98.0,unpaid
691,778,49962.17,0.0,,55.0,unpaid
692,357,29299.44,29299.44,2025-10-02,0.0,paid
693,311,2369.69,0.0,,145.0,unpaid
694,27,3589.77,,2025-07-23,0.0,paid
695,698,34951.62,0.0,,143.0,unpaid
696,487,49941.18,13418.2,2025-03-05,64.0,partial
697,573,15983.37,0.0,,88.0,unpaid
698,726,31794.98,21181.92,,34.0,partial
699,83,49152.8,49152.8,2025-07-26,0.0,paid
700,144,23043.99,23043.99,2026-06-22,0.0,paid
